Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Logion,https://www.crunchbase.com/funding_round/logion-pre-seed--85d885e3,Logion,https://www.crunchbase.com/organization/logion,Pre-Seed,"Liège, Liege, Belgium, Europe",100000,USD,100000,2022-05-25,Seed,,,,Yes,"Logion is a pioneering blockchain that transforms Digital Assets into legal-grade evidence through its unique ""Proof of Law"" concept.","Blockchain, Information Services, Information Technology, Non-Fungible Token (NFT), Web3",,https://www.logion.network,,100000,USD,100000,Seed,1,,"Outlier Ventures, Primal Capital, WING by Digital Wallonia",3,,"45,458"
Pre Seed Round - Hyperfox,https://www.crunchbase.com/funding_round/intago-pre-seed--74404aec,Hyperfox,https://www.crunchbase.com/organization/intago,Pre-Seed,"Hasselt, Limburg, Belgium, Europe",1000000,EUR,1101275,2023-02-01,Seed,,,,Yes,"The order automation platform that processes every order, hyperautomated.",Information Technology,,https://www.hyperfox.com,,3200000,EUR,3378481,Seed,2,,"Bert Baeck, Limburgse Reconversie Maatschappij, The Birdhouse",3,,"47,634"
Pre Seed Round - Allegro Biotech,https://www.crunchbase.com/funding_round/allegro-biotech-pre-seed--3d047f39,Allegro Biotech,https://www.crunchbase.com/organization/allegro-biotech,Pre-Seed,"Liège, Liege, Belgium, Europe",1500000,EUR,1693524,2021-12-15,Seed,,,,Yes,"Game-changing therapeutic nanoparticles for neuroscience, chronic degenerative diseases and orthopaedics.","Biotechnology, Life Science, Medical, Nanotechnology, Neuroscience",,https://allegro.bio/,,7000000,EUR,7731515,Seed,2,KBC,KBC,1,,"49,175"
Pre Seed Round - BioMosae,https://www.crunchbase.com/funding_round/biomosae-pre-seed--dee8be5a,BioMosae,https://www.crunchbase.com/organization/biomosae,Pre-Seed,"Maastricht, Limburg, The Netherlands, Europe",75000,EUR,79885,2022-06-01,Seed,,,,Yes,BioMosae is a biological production platform.,"AgTech, Biotechnology, Environmental Consulting, Product Research",,https://www.biomosae.com,Less than $1M,75000,EUR,79885,Seed,2,,StartLife,1,,"60,805"
Corporate Round - Maastricht Aachen Airport,https://www.crunchbase.com/funding_round/maastricht-aachen-airport-corporate-round--34cfe2a7,Maastricht Aachen Airport,https://www.crunchbase.com/organization/maastricht-aachen-airport,Corporate Round,"Maastricht, Limburg, The Netherlands, Europe",4200000,EUR,4528463,2023-06-08,,,,,Yes,Maastricht Aachen Airport constantly planning new routes and looking for destinations.,"Air Transportation, Facilities Support Services, Transportation",,http://www.maa.nl,,4200000,EUR,4528463,,1,,,,,"61,044"
Venture Round - Bio-Sourcing,https://www.crunchbase.com/funding_round/bio-sourcing-series-unknown--463b2462,Bio-Sourcing,https://www.crunchbase.com/organization/bio-sourcing,Venture - Series Unknown,"Liège, Liege, Belgium, Europe",10000000,EUR,11191103,2024-09-24,,,,,Yes,"BioSourcing is developing a New Generation of Biotherapeutics, in particular Monoclonal Antibodies for Global Unmet Medical Needs","Biotechnology, Health Care",,http://www.bio-sourcing.com/,,12500000,EUR,13988879,,2,EIC Accelerator,EIC Accelerator,1,,"61,399"
Venture Round - MLA Diagnostics,https://www.crunchbase.com/funding_round/mla-diagnostics-series-unknown--a960a066,MLA Diagnostics,https://www.crunchbase.com/organization/mla-diagnostics,Venture - Series Unknown,"Maastricht, Limburg, The Netherlands, Europe",,,,2023-11-29,,,,,Yes,MLA DIAGNOSTICS IS DEVELOPING A REVOLUTIONARY PROGNOSTIC TEST FOR EARLY STAGE MELANOMA,"Health Care, Health Diagnostics, Medical, Medical Device",,https://www.mladx.com/,,,,,,2,,"Brightlands Life Sciences Ventures, NLC, NV Industriebank LIOF",3,,"61,598"
Seed Round - Ansana,https://www.crunchbase.com/funding_round/ansana-seed--49a39d7b,Ansana,https://www.crunchbase.com/organization/ansana,Seed,"Maastricht, Limburg, The Netherlands, Europe",850000,EUR,933173,2023-12-19,Seed,,,,Yes,Ansana develops sterilization solutions for the pharmaceutical and healthcare industries.,"Health Care, Manufacturing, Medical Device, Pharmaceutical",,https://ansana.health,,850000,EUR,933173,Seed,1,,"NLC, NV Industriebank LIOF, Rabobank",3,,"64,092"
Seed Round - OncoLize,https://www.crunchbase.com/funding_round/oncolize-seed--c9898ca7,OncoLize,https://www.crunchbase.com/organization/oncolize,Seed,"Maastricht, Limburg, The Netherlands, Europe",1700000,USD,1700000,2023-04-13,Seed,,,,Yes,OncoLize offers the next step in injectable drug depots for better tumor treatment.,"Medical, Pharmaceutical",,https://oncolize.com/,,1700000,USD,1700000,Seed,1,"LEH, Tailored Solutions Pvt. Ltd.","LEH, Tailored Solutions Pvt. Ltd.",2,,"70,647"
Post-IPO Debt - dsm-firmenich,https://www.crunchbase.com/funding_round/dsm-firmenich-post-ipo-debt--5a405f77,dsm-firmenich,https://www.crunchbase.com/organization/dsm-firmenich,Post-IPO Debt,"Maastricht, Limburg, The Netherlands, Europe",1800000000,EUR,1964700874,2024-08-08,,,,,No,"dsm-firmenich is a nutrition, health, and beauty pioneer and combines vital nutrients, flavors, and fragrances.","Beauty, Chemical, Health Care, Manufacturing, Nutrition",,https://www.dsm-firmenich.com,$10B+,2550000000,EUR,2748468728,IPO,2,,,,,"75,440"
Seed Round - Musimap,https://www.crunchbase.com/funding_round/musimap-seed--d01ebea7,Musimap,https://www.crunchbase.com/organization/musimap,Seed,"Liège, Liege, Belgium, Europe",,,,2017-09-14,Seed,,,,Yes,Musimap emulates the complex emotional interaction that humans have with music.,"Artificial Intelligence (AI), B2B, Music",,https://www.musimap.com/,Less than $1M,700000,EUR,830375,M&A,3,,"Marathon LABs, StartupLanes",2,,"78,301"
Grant - EXO Biologics,https://www.crunchbase.com/funding_round/exo-biologics-grant--4fb5bab9,EXO Biologics,https://www.crunchbase.com/organization/exo-biologics,Grant,"Liège, Liege, Belgium, Europe",3700000,EUR,4458046,2021-02-05,,,,,No,EXO Biologics is a biotech company developing biopharmaceuticals using extracellular vesicles.,"Biopharma, Biotechnology, Life Science",,https://www.exobio.be/,$1M to $10M,26482433,USD,26482433,Early Stage Venture,3,Walloon,Walloon,1,,"85,376"
Seed Round - CYCLUPS,https://www.crunchbase.com/funding_round/cyclups-seed--484901c7,CYCLUPS,https://www.crunchbase.com/organization/cyclups,Seed,"Maastricht, Limburg, The Netherlands, Europe",3200000,EUR,3426256,2023-06-07,Seed,7200000,EUR,7709077,Yes,"CYCLUPS develops a plant-based, compostable alternative to plastic that can be upcycled into different product.","Biotechnology, Consumer Goods, GreenTech, Manufacturing",,https://www.cyclups.com/,,3200000,EUR,3426256,Seed,1,,,,,"137,001"
Non Equity Assistance - Alpha Brain,https://www.crunchbase.com/funding_round/emosys-non-equity-assistance--ccc009e8,Alpha Brain,https://www.crunchbase.com/organization/emosys,Non-equity Assistance,"Maastricht, Limburg, The Netherlands, Europe",,,,2021-09-16,,,,,No,Alpha Brain is a neurotech company that develops a seizure prediction sensing platform.,"Medical, Medical Device, Psychology",,https://alphabrain.tech/,,,,,,1,,EY Startup Academy,1,,"156,875"
Series C - Ampacimon,https://www.crunchbase.com/funding_round/ampacimon-series-c--2524fc75,Ampacimon,https://www.crunchbase.com/organization/ampacimon,Series C,"Angleur, Liege, Belgium, Europe",10000000,EUR,10554157,2023-10-16,Late Stage Venture,,,,Yes,Ampacimon develops dynamic line rating systems for transmission and distribution systems operators.,"Electrical Distribution, Intelligent Systems, Renewable Energy",,http://www.ampacimon.com/,Less than $1M,14000000,EUR,15290188,Late Stage Venture,2,Junction Growth Investors,"Creos Luxembourg, Gesval, Junction Growth Investors, Korys, Meusinvest (Noshaq)",5,3,"157,400"
Seed Round - Setle,https://www.crunchbase.com/funding_round/setle-030c-seed--a3b97253,Setle,https://www.crunchbase.com/organization/setle-030c,Seed,"Hasselt, Limburg, Belgium, Europe",1500000,EUR,1494990,2022-08-23,Seed,,,,Yes,"The cost of improvements is presented in a ""realistic picture"" on Setle's web platform.","Financial Services, FinTech, Property Development, Real Estate",,https://www.setle.app,,1500000,EUR,1494990,Seed,1,KBC,KBC,1,1,"166,120"
Seed Round - Aerial Precision,https://www.crunchbase.com/funding_round/aerial-precision-seed--c98a2703,Aerial Precision,https://www.crunchbase.com/organization/aerial-precision,Seed,"Maastricht, Limburg, The Netherlands, Europe",760000,EUR,757781,2022-08-25,Seed,,,,Yes,Aerial Precision designs and manufactures intelligence-driven 3D sensing systems for commercial drones and mobile vehicles.,"Automotive, Autonomous Vehicles, Drones, Sensor",,https://www.aerial-precision.com/,$1M to $10M,760000,EUR,757781,Seed,1,,"Limburgse Reconversie Maatschappij, NV Industriebank LIOF",2,1,"166,855"
Venture Round - EyeD Pharma,https://www.crunchbase.com/funding_round/eyed-pharma-sa-series-unknown--b2ce7c8f,EyeD Pharma,https://www.crunchbase.com/organization/eyed-pharma-sa,Venture - Series Unknown,"Liège, Liege, Belgium, Europe",28000000,EUR,31269124,2019-05-20,,,,,Yes,EyeD Pharma is a pharmaceutical company dedicated to the development of innovative drug products in ophthalmology.,"Biopharma, Biotechnology, Pharmaceutical",,http://www.eyedpharma.com,$1M to $10M,73000000,EUR,82220384,,2,Fund+,"Denis Knoops, François Blondel, Fund+, Gilles Samyn, QBIC II",5,,"92,126"
Grant - NextGenics,https://www.crunchbase.com/funding_round/nextgenics-grant--c8e36e2f,NextGenics,https://www.crunchbase.com/organization/nextgenics,Grant,"Hasselt, Limburg, Belgium, Europe",125000,EUR,138350,2023-12-28,,,,,No,Nextgen healthtech venture focussing on making healthcare understandable,"Electronics, Health Care, Internet of Things, Medical, Sensor, Smart Home, Software, Wearables",,http://nextgenics.co,Less than $1M,286000,EUR,329926,Seed,4,,,,,"94,544"
Seed Round - PlayTreks,https://www.crunchbase.com/funding_round/playtreks-seed--07fdc6f1,PlayTreks,https://www.crunchbase.com/organization/playtreks,Seed,"Hasselt, Limburg, Belgium, Europe",325000,EUR,368226,2021-11-30,Seed,5000000,EUR,5665010,Yes,"Combination of #web2 and #web3, Unlimited music meta data, music distribution, radio airplay, blockchain marketplace, copyright, NFT's.","Blockchain, Cryptocurrency, Marketplace, Music, Non-Fungible Token (NFT), Web3",,https://playtreks.com,Less than $1M,700000,EUR,802199,Seed,5,,,,,"101,017"
Pre Seed Round - Karo Charge,https://www.crunchbase.com/funding_round/karo-charge-pre-seed--913448a4,Karo Charge,https://www.crunchbase.com/organization/karo-charge,Pre-Seed,"Hasselt, Limburg, Belgium, Europe",15000,EUR,15477,2022-08-11,Seed,,,,Yes,Karocharge uses the rent-a-charger-as-a-service business model to bring privately owned chargers into the mainstream .,Transportation,,https://www.karocharge.com,,15000,EUR,15477,Seed,1,Startupbootcamp Mobility & Transportation,Startupbootcamp Mobility & Transportation,1,,"120,202"
Seed Round - LinkedCar,https://www.crunchbase.com/funding_round/linkedcar-seed--1f3a428a,LinkedCar,https://www.crunchbase.com/organization/linkedcar,Seed,"Hasselt, Limburg, Belgium, Europe",,,,2022-08-11,Seed,,,,Yes,LinkedCar is a mobility platform for the automotive industry.,"Automotive, Software",,https://www.linkedcar.be/,Less than $1M,,,,Seed,1,,Startupbootcamp Australia,1,,"113,230"
Series B - Mosa Meat,https://www.crunchbase.com/funding_round/mosa-meat-series-b--810e909b,Mosa Meat,https://www.crunchbase.com/organization/mosa-meat,Series B,"Maastricht, Limburg, The Netherlands, Europe",10000000,USD,10000000,2021-02-23,Early Stage Venture,,,,Yes,"Mosa Meat develops cultured beef products by growing meat from animal cells, eliminating the need for traditional livestock farming methods.","Agriculture, Food and Beverage, Food Processing, Snack Food",,http://www.mosameat.com,$100M to $500M,138448492,USD,138448492,,8,Blue Horizon Corporation,"Beyond Impact, Blue Horizon Corporation, Jitse Groen, Nutreco",4,2,"153,732"
Pre Seed Round - STRUQT,https://www.crunchbase.com/funding_round/struqt-pre-seed--283687b3,STRUQT,https://www.crunchbase.com/organization/struqt,Pre-Seed,"Maastricht, Limburg, The Netherlands, Europe",245000,EUR,257728,2022-06-20,Seed,,,,Yes,Transdisciplinary media and product lab,"Augmented Reality, Machine Learning, Product Design, Product Research, Smart Cities, Software, Virtual Reality",,https://www.struqt.org,,245000,EUR,257728,Seed,1,,,,,"155,303"
Seed Round - Midel Photonics,https://www.crunchbase.com/funding_round/midel-photonics-seed--0ced7b07,Midel Photonics,https://www.crunchbase.com/organization/midel-photonics,Seed,"Maastricht, Limburg, The Netherlands, Europe",1000000,EUR,1097850,2023-12-19,Seed,,,,Yes,Midel Photonics manufacture laser beam shapers and splitters with diffractive optics to efficiently redistribute the laser light.,"Innovation Management, Nanotechnology",,https://midel-photonics.de/,,1000000,EUR,1097850,Seed,1,HTGF | High-Tech Gruenderfonds,"HTGF | High-Tech Gruenderfonds, Markus Dilger, Thomas Merk",3,1,"141,252"
Seed Round - AlterEyes,https://www.crunchbase.com/funding_round/altereyes-seed--ebb1a834,AlterEyes,https://www.crunchbase.com/organization/altereyes,Seed,"Hasselt, Limburg, Belgium, Europe",300002,EUR,337207,2021-12-17,Seed,2500000,EUR,2810037,Yes,"AlterEyes is an XR Venture Studio scaling ideas to marketable augmented, virtual and metaverse applications or solutions","Augmented Reality, Corporate Training, Digital Entertainment, Information Technology, Location Based Services, Metaverse, Training, Virtual Reality",,https://altereyes.com,Less than $1M,700002,EUR,789819,Seed,2,,,,,"101,438"
Series B - Imcyse,https://www.crunchbase.com/funding_round/imcyse-series-b--b2ef04cd,Imcyse,https://www.crunchbase.com/organization/imcyse,Series B,"Liège, Liege, Belgium, Europe",28000000,EUR,31354386,2019-06-18,Early Stage Venture,,,,Yes,"Developing disease specific immune therapies to treat severe, chronic auto-immune, inflammatory, allergic, infectious diseases and tumors.","Biotechnology, Pharmaceutical, Therapeutics",,http://www.imcyse.com/,$1M to $10M,55900000,EUR,64404622,Early Stage Venture,4,LSP BioVentures,"LSP BioVentures, Meusinvest (Noshaq), S.R.I.W., SFPI-FPIM",4,4,"101,617"
Seed Round - ToxGenSolutions,https://www.crunchbase.com/funding_round/toxgensolutions-seed--fc9ad5ba,ToxGenSolutions,https://www.crunchbase.com/organization/toxgensolutions,Seed,"Maastricht, Limburg, The Netherlands, Europe",62300,EUR,74827,2018-01-01,Seed,,,,Yes,(Epi-)genetics for preclinical diagnostics and preventative therapeutics for high-impact chronic neurodegenerative and rare pathologies,"Biotechnology, Health Diagnostics, Life Science",,https://toxgen.solutions,,1833612,USD,1833612,,12,Province of Limburg,Province of Limburg,1,,"106,435"
Seed Round - Perfectid-ID,https://www.crunchbase.com/funding_round/perfectid-id-seed--8ba32889,Perfectid-ID,https://www.crunchbase.com/organization/perfectid-id,Seed,"Hasselt, Limburg, Belgium, Europe",1000000,EUR,973907,2022-10-07,Seed,,,,Yes,Solution for personal identification and access control based on palm recognition.,"Biometrics, Cyber Security, Identity Management, Payments",,https://www.palmki.be/en/,,1000000,EUR,973907,Seed,1,Angelwise,Angelwise,1,1,"109,517"
Series B - Corporis Medical,https://www.crunchbase.com/funding_round/corporis-medical-series-b--99c378d7,Corporis Medical,https://www.crunchbase.com/organization/corporis-medical,Series B,"Maastricht, Limburg, The Netherlands, Europe",4000000,EUR,4315921,2023-12-07,Early Stage Venture,,,,Yes,Corporis Medical is a developer and commercialiser of innovative medical devices.,"Commercial, Medical, Medical Device",,https://www.corporis-medical.com,,4000000,EUR,4315921,Early Stage Venture,1,Unorthodox Ventures,"Brightlands Venture Partners, NV Industriebank LIOF, Unorthodox Ventures",3,,"126,861"
Seed Round - ExoVibe,https://www.crunchbase.com/funding_round/exovibe-seed--1e4a575e,ExoVibe,https://www.crunchbase.com/organization/exovibe,Seed,"Hasselt, Limburg, Belgium, Europe",,,,2021-10-05,Seed,,,,Yes,Analyze Your Physical Capabilities,"Analytics, Big Data, Electronics, Human Computer Interaction, Information Technology, Internet of Things, Motion Capture, Transportation",,https://exovibe.com,Less than $1M,,,,Seed,1,,Alchemist Accelerator,1,,"155,526"
Funding Round - Construction company Bruijnen,https://www.crunchbase.com/funding_round/construction-company-bruijnen-undisclosed--15f13cd4,Construction company Bruijnen,https://www.crunchbase.com/organization/construction-company-bruijnen,Funding Round,"Maastricht, Limburg, The Netherlands, Europe",,,,2021-07-14,,,,,Yes,Construction and selfinvesting,"Construction, Cryptocurrency, Stock Exchanges",,,,,,,,1,,,,,"129,974"
Seed Round - xyzt.ai,https://www.crunchbase.com/funding_round/xyzt-ai-seed--61b733fa,xyzt.ai,https://www.crunchbase.com/organization/xyzt-ai,Seed,"Hasselt, Limburg, Belgium, Europe",1000000,EUR,1067065,2023-10-23,Seed,,,,Yes,SaaS for visual analytics of location data,"Analytics, Artificial Intelligence (AI), Big Data, Data Visualization, Information Technology, Location Based Services, Logistics, Marine Technology, SaaS",,http://www.xyzt.ai,$1M to $10M,1000000,EUR,1067065,Seed,1,The Faktory Fund,"Angelwise, Limburgse Reconversie Maatschappij, The Faktory Fund",3,2,"130,050"
Seed Round - Raw Stadia,https://www.crunchbase.com/funding_round/raw-stadia-seed--f0d75534,Raw Stadia,https://www.crunchbase.com/organization/raw-stadia,Seed,"Hasselt, Limburg, Belgium, Europe",1500000,EUR,1632397,2023-12-13,Seed,,,,Yes,Raw Stadia is a sports technology company that specializes in surface player interactions.,"Information Technology, Outdoors, Sports",,https://www.rawstadia.com/,,1500000,EUR,1632397,Seed,1,,"Bart Claes, Jan Vertonghen, LeanSquare, Limburgse Reconversie Maatschappij, Meusinvest (Noshaq)",5,,"147,195"
Convertible Note - Diagon,https://www.crunchbase.com/funding_round/diagon-inc-convertible-note--f0f6e4b1,Diagon,https://www.crunchbase.com/organization/diagon-inc,Convertible Note,"Verviers, Liege, Belgium, Europe",5000000,USD,5000000,2020-05-18,,,,,No,"Diagon provides the construction of ironwork, metal structures, and frameworks.","Construction, Manufacturing, Precious Metals",,https://www.diagon.be/,,5000000,USD,5000000,,1,"JMCR Partners, Viva Ventures Biotech Fund","JMCR Partners, Viva Ventures Biotech Fund",2,,"147,196"
Series A - Amyl Therapeutics,https://www.crunchbase.com/funding_round/amyl-therapeutics-series-a--74606f4a,Amyl Therapeutics,https://www.crunchbase.com/organization/amyl-therapeutics,Series A,"Liège, Liege, Belgium, Europe",5300000,EUR,5669225,2023-11-07,Early Stage Venture,,,,Yes,Amyl Therapeutics is a preclinical stage biotechnology company.,"Biotechnology, Health Care, Life Science, Medical",,https://www.amyltx.com,$100M to $500M,29700000,EUR,34393625,Early Stage Venture,4,,"Evren Ucok, Meusinvest (Noshaq), Mérieux Equity Partners",3,2,"162,778"
Seed Round - Healix Clean Tech,https://www.crunchbase.com/funding_round/healix-clean-tech-seed--eba26ce3,Healix Clean Tech,https://www.crunchbase.com/organization/healix-clean-tech,Seed,"Maastricht, Limburg, The Netherlands, Europe",10000000,EUR,11722793,2021-09-21,Seed,,,,Yes,Healix Clean Tech is a clean-tech startup that aims to solve the plastic problem.,"CleanTech, Renewable Energy",,https://healix.eco/,$1M to $10M,10000000,EUR,11722793,Seed,1,Active Capital Company,"ABN AMRO Commercial Finance, Active Capital Company, FibrXL, Netherlands Enterprise Agency, Tama",5,,"162,885"
Grant - Pulse,https://www.crunchbase.com/funding_round/pulse-aa98-grant--e8c32254,Pulse,https://www.crunchbase.com/organization/pulse-aa98,Grant,"Maastricht, Limburg, The Netherlands, Europe",4000000,EUR,4412576,2023-07-28,,,,,No,PULSE is a portable gadget that combines magnetic and sonic levitation.,"Biotechnology, Health Care, Medical",,https://pulse-eic.eu/,,4000000,EUR,4412576,,1,European Innovation Council,European Innovation Council,1,,"168,946"
Grant - Hyloris Pharmaceuticals,https://www.crunchbase.com/funding_round/hyloris-pharmaceuticals-grant--5fa39e67,Hyloris Pharmaceuticals,https://www.crunchbase.com/organization/hyloris-pharmaceuticals,Grant,"Liège, Liege, Belgium, Europe",1000000,EUR,1078205,2023-06-08,,,,,No,Hyloris Pharmaceuticals is an innovative specialty pharmaceutical company.,"Biotechnology, Health Care, Pharmaceutical",,https://hyloris.com/,$1M to $10M,31000000,EUR,34106925,IPO,3,,Walloon,1,,"179,415"
